GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,TAXON CONCEPT ID,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,EXOTIC CODE,OBSERVATION COUNT,BREEDING CODE,BREEDING CATEGORY,BEHAVIOR CODE,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1320587674,2022-01-17 8:20:28,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_140,32,,,Del Valle Regional Park,L274775,H,37.5851261,-121.6988182,2000-01-21,,obsr827836,S100909431,Historical,P62,EBIRD,,,,2,1,G7731190,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1320589170,2022-01-17 8:20:28,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_140,32,,,Del Valle Regional Park,L274775,H,37.5851261,-121.6988182,2000-01-21,,obsr534298,S100909752,Historical,P62,EBIRD,,,,2,1,G7731190,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS56869698,2021-04-01 2:15:22,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,Calaveras,US-CA-009,,32,,,Camanche Reservoir--south shore and trout ponds (CLV Co.),L594019,H,38.2130299,-120.9255695,2000-01-02,,obsr27456,S4110518,Incidental,P20,EBIRD,,,,,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS100192593,2011-08-09 17:01:11,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,El Dorado,US-CA-017,,32,,,Rattlesnake Bar Rd.,L858118,H,38.7691084,-121.1025953,2000-01-22,13:00:00,obsr194146,S7017972,Traveling,P22,EBIRD,75,6.437,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS146376990,2013-07-01 12:00:50,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Glenn,US-CA-021,US-CA_231,32,USFWS_659,,Sacramento NWR,L168785,H,39.405434,-122.17191,2000-01-01,,obsr308858,S10307289,Incidental,P20,EBIRD,,,,1,1,,0,1,0,,,Initial Life List
URN:CornellLabOfOrnithology:EBIRD:OBS324968963,2016-03-16 16:34:18,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,Kern,US-CA-029,,32,,,Sierra Way--Weldon section,L1499414,H,35.6833915,-118.3866856,2000-01-23,,obsr103797,S23773502,Historical,P62,EBIRD,,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS77097206,2016-02-18 14:19:01,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,9,,,,,United States,US,California,US-CA,Kern,US-CA-029,,32,,,Lake Isabella,L639686,H,35.6609784,-118.4233475,2000-01-02,,obsr7422,S5488208,Incidental,P20,EBIRD,,,,6,0,,0,1,0,,,"Su, Jan 2 - Nine Bald Eagles were observed around Isabella Reservoir. Bob Barnes, Len Bitteti, John Wilson, Deb Tenzer, Clark Moore, Jean Moore."
URN:CornellLabOfOrnithology:EBIRD:OBS77027951,2016-03-16 16:34:29,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,4,,,,"Unknown Sex, Immature (3); Unknown Sex, Adult (1)",United States,US,California,US-CA,Kern,US-CA-029,BIRDLIFE_29525|US-CA_217,32,,,Kern River Preserve--Headquarters,L726768,H,35.669,-118.306,2000-01-29,,obsr7422,S5482079,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,"Sa, Jan 29 - Four Bald Eagles (1 adult and 3 immatures) and ten Mountain Bluebirds were observed on the ground and flying around at the end of the ranch road running west 0.7 mile from Kern River Preserve Headquarters. BB.",
URN:CornellLabOfOrnithology:EBIRD:OBS324726025,2024-09-09 21:59:29,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Kern,US-CA-029,,32,,,Lake Ming,L773935,H,35.4399738,-118.8628864,2000-01-17,10:00:00,obsr103797,S23756385,Historical,P62,EBIRD,,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS324724369,2021-03-25 11:25:24,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Kern,US-CA-029,,32,,,Lake Ming,L773935,H,35.4399738,-118.8628864,2000-01-15,,obsr103797,S23756271,Historical,P62,EBIRD,,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS77096520,2016-02-18 14:19:01,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,2,,,,,United States,US,California,US-CA,Kern,US-CA-029,,32,,,Lake Isabella--north fork,L783177,H,35.690764,-118.44841,2000-01-26,,obsr7422,S5488188,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,"We, Jan 26 - Two adult Bald Eagles forced an Osprey to drop a fish back into Isabella Reservoir below Wofford Heights Park. BB.",
URN:CornellLabOfOrnithology:EBIRD:OBS1972720258,2024-03-06 22:10:24,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,2,,,,,United States,US,California,US-CA,Kern,US-CA-029,,32,,,Greenhorn Mtns.--Hwy 155 east slope,L987524,H,35.721892,-118.5090816,2000-01-01,9:00:00,obsr718596,S163939298,Traveling,P22,EBIRD,120,8.047,,5,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS52747292,2023-09-01 20:36:44,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,,32,,,Quail Lake,L473317,H,34.7701368,-118.7521648,2000-01-23,8:40:00,obsr21348,S3798503,Traveling,P22,EBIRD,45,2.414,,1,1,,0,1,0,,Mostly cloudy; calm; 50 deg F. Three stops along Hwy 138.,"adult, flying in from south"
