year,month,bald_eagle_count,osprey_count,temperature,runsize,spawners,predicted_osprey_count,osprey_count_lag1,temp_lag1,fish_lag1,osprey_count_lag2,temp_lag2,fish_lag2,osprey_count_lag3,temp_lag3,fish_lag3,osprey_count_roll3,temp_roll3,fish_roll3
1998,12,492.0,384.0,-0.13,1411212.6615558332,756335.1564425001,-63.96,600.0,0.02,1411212.6615558332,768.0,0.08,1411212.6615558334,1860.0,0.28,1411212.6615558332,584.0,-0.010000000000000073,1411212.6615558334
1999,1,494.0,1001.0,-0.03,998357.8784107693,729557.0667315385,-14.82,384.0,-0.13,1411212.6615558332,600.0,0.02,1411212.6615558332,768.0,0.08,1411212.6615558334,661.6666666666666,-0.046666666666666745,1273594.4005074785
1999,2,507.0,507.0,-0.1,998357.8784107692,729557.0667315384,-50.7,1001.0,-0.03,998357.8784107693,384.0,-0.13,1411212.6615558332,600.0,0.02,1411212.6615558332,630.6666666666666,-0.08666666666666674,1135976.1394591238
1999,3,468.0,585.0,-0.25,998357.8784107693,729557.0667315384,-117.0,507.0,-0.1,998357.8784107692,1001.0,-0.03,998357.8784107693,384.0,-0.13,1411212.6615558332,697.6666666666666,-0.12666666666666673,998357.8784107693
1999,4,182.0,923.0,-0.26,998357.8784107692,729557.0667315385,-47.32,585.0,-0.25,998357.8784107693,507.0,-0.1,998357.8784107692,1001.0,-0.03,998357.8784107693,671.6666666666666,-0.2033333333333334,998357.8784107693
1999,5,117.0,546.0,0.21,998357.8784107692,729557.0667315385,24.57,923.0,-0.26,998357.8784107692,585.0,-0.25,998357.8784107693,507.0,-0.1,998357.8784107692,684.6666666666666,-0.10000000000000009,998357.8784107693
1999,6,182.0,416.0,-0.03,998357.8784107693,729557.0667315385,-5.46,546.0,0.21,998357.8784107692,923.0,-0.26,998357.8784107692,585.0,-0.25,998357.8784107693,628.3333333333334,-0.026666666666666745,998357.8784107692
1999,7,0.0,637.0,-0.1,998357.8784107692,729557.0667315384,-0.0,416.0,-0.03,998357.8784107693,546.0,0.21,998357.8784107692,923.0,-0.26,998357.8784107692,533.0,0.02666666666666659,998357.8784107692
1999,8,65.0,1170.0,-0.44000000000000006,998357.8784107692,729557.0667315385,-28.600000000000005,637.0,-0.1,998357.8784107692,416.0,-0.03,998357.8784107693,546.0,0.21,998357.8784107692,741.0,-0.19000000000000009,998357.8784107692
1999,9,26.0,676.0,-0.59,998357.8784107692,729557.0667315385,-15.34,1170.0,-0.44000000000000006,998357.8784107692,637.0,-0.1,998357.8784107692,416.0,-0.03,998357.8784107693,827.6666666666666,-0.37666666666666676,998357.8784107692
1999,10,39.0,585.0,-0.61,998357.8784107692,729557.0667315385,-23.79,676.0,-0.59,998357.8784107692,1170.0,-0.44000000000000006,998357.8784107692,637.0,-0.1,998357.8784107692,810.3333333333334,-0.5466666666666667,998357.8784107692
1999,11,130.0,494.0,-0.42,998357.8784107692,729557.0667315385,-54.6,585.0,-0.61,998357.8784107692,676.0,-0.59,998357.8784107692,1170.0,-0.44000000000000006,998357.8784107692,585.0,-0.54,998357.8784107692
1999,12,533.0,1001.0,-0.62,998357.8784107693,729557.0667315385,-330.46,494.0,-0.42,998357.8784107692,585.0,-0.61,998357.8784107692,676.0,-0.59,998357.8784107692,693.3333333333334,-0.5500000000000002,998357.8784107693
2000,1,576.0,876.0,-0.45,1004722.8241233333,417703.27089916664,-259.2,1001.0,-0.62,998357.8784107693,494.0,-0.42,998357.8784107692,585.0,-0.61,998357.8784107692,790.3333333333334,-0.49666666666666676,1000479.526981624
2000,2,360.0,504.0,-0.11999999999999998,1004722.8241233334,417703.27089916664,-43.199999999999996,876.0,-0.45,1004722.8241233333,1001.0,-0.62,998357.8784107693,494.0,-0.42,998357.8784107692,793.6666666666666,-0.3966666666666668,1002601.1755524786
2000,3,120.0,600.0,-0.19,1004722.8241233334,417703.27089916664,-22.8,504.0,-0.11999999999999998,1004722.8241233334,876.0,-0.45,1004722.8241233333,1001.0,-0.62,998357.8784107693,660.0,-0.2533333333333334,1004722.8241233333
2000,4,96.0,300.0,0.0,1004722.8241233334,417703.27089916664,0.0,600.0,-0.19,1004722.8241233334,504.0,-0.11999999999999998,1004722.8241233334,876.0,-0.45,1004722.8241233333,468.0,-0.1033333333333334,1004722.8241233334
2000,5,12.0,372.0,0.08,1004722.8241233333,417703.27089916664,0.96,300.0,0.0,1004722.8241233334,600.0,-0.19,1004722.8241233334,504.0,-0.11999999999999998,1004722.8241233334,424.0,-0.03666666666666674,1004722.8241233333
2000,6,204.0,312.0,-0.11,1004722.8241233333,417703.27089916664,-22.44,372.0,0.08,1004722.8241233333,300.0,0.0,1004722.8241233334,600.0,-0.19,1004722.8241233334,328.0,-0.010000000000000073,1004722.8241233333
2000,7,60.0,420.0,0.01,1004722.8241233334,417703.27089916664,0.6,312.0,-0.11,1004722.8241233333,372.0,0.08,1004722.8241233333,300.0,0.0,1004722.8241233334,368.0,-0.00666666666666674,1004722.8241233333
2000,8,48.0,708.0,0.26,1004722.8241233333,417703.27089916664,12.48,420.0,0.01,1004722.8241233334,312.0,-0.11,1004722.8241233333,372.0,0.08,1004722.8241233333,480.0,0.05333333333333326,1004722.8241233333
2000,9,24.0,900.0,0.12,1004722.8241233334,417703.27089916664,2.88,708.0,0.26,1004722.8241233333,420.0,0.01,1004722.8241233334,312.0,-0.11,1004722.8241233333,676.0,0.12999999999999992,1004722.8241233336
