year,month,bald_eagle_count,osprey_count,temperature,runsize,spawners,predicted_osprey_count,osprey_count_lag1,temp_lag1,fish_lag1,osprey_count_lag2,temp_lag2,fish_lag2,osprey_count_lag3,temp_lag3,fish_lag3,osprey_count_roll3,temp_roll3,fish_roll3
1996,10,99.0,341.0,0.28,1324321.6493363637,423434.85290363635,27.720000000000002,1419.0,0.24,1324321.6493363637,1177.0,-0.01,1324321.6493363637,286.0,0.19,1324321.6493363637,979.0,0.17,1324321.6493363637
1996,11,209.0,209.0,0.25,1324321.6493363637,423434.8529036364,52.25,341.0,0.28,1324321.6493363637,1419.0,0.24,1324321.6493363637,1177.0,-0.01,1324321.6493363637,656.3333333333334,0.25666666666666665,1324321.6493363637
1996,12,143.0,209.0,0.08,1324321.6493363637,423434.85290363635,11.44,209.0,0.25,1324321.6493363637,341.0,0.28,1324321.6493363637,1419.0,0.24,1324321.6493363637,253.0,0.20333333333333334,1324321.6493363637
1997,1,276.0,276.0,-0.010000000000000002,2530555.376935833,729683.0500291667,-2.7600000000000007,209.0,0.08,1324321.6493363637,209.0,0.25,1324321.6493363637,341.0,0.28,1324321.6493363637,231.33333333333334,0.10666666666666667,1726399.5585361868
1997,2,528.0,360.0,-0.14,2530555.376935833,729683.0500291667,-73.92,276.0,-0.010000000000000002,2530555.376935833,209.0,0.08,1324321.6493363637,209.0,0.25,1324321.6493363637,281.6666666666667,-0.023333333333333334,2128477.46773601
1997,3,192.0,276.0,0.28,2530555.3769358336,729683.0500291666,53.760000000000005,360.0,-0.14,2530555.376935833,276.0,-0.010000000000000002,2530555.376935833,209.0,0.08,1324321.6493363637,304.0,0.043333333333333335,2530555.376935833
1997,4,24.0,492.0,0.22,2530555.376935833,729683.0500291667,5.28,276.0,0.28,2530555.3769358336,360.0,-0.14,2530555.376935833,276.0,-0.010000000000000002,2530555.376935833,376.0,0.12,2530555.376935833
1997,5,48.0,336.0,0.73,2530555.376935833,729683.0500291667,35.04,492.0,0.22,2530555.376935833,276.0,0.28,2530555.3769358336,360.0,-0.14,2530555.376935833,368.0,0.41,2530555.376935833
1997,6,48.0,228.0,0.91,2530555.376935833,729683.0500291666,43.68,336.0,0.73,2530555.376935833,492.0,0.22,2530555.376935833,276.0,0.28,2530555.3769358336,352.0,0.62,2530555.376935833
1997,7,48.0,384.0,1.1,2530555.3769358336,729683.0500291666,52.800000000000004,228.0,0.91,2530555.376935833,336.0,0.73,2530555.376935833,492.0,0.22,2530555.376935833,316.0,0.9133333333333334,2530555.3769358336
1997,8,36.0,588.0,1.17,2530555.376935833,729683.0500291667,42.12,384.0,1.1,2530555.3769358336,228.0,0.91,2530555.376935833,336.0,0.73,2530555.376935833,400.0,1.0599999999999998,2530555.3769358336
1997,9,12.0,1116.0,0.96,2530555.376935833,729683.0500291666,11.52,588.0,1.17,2530555.376935833,384.0,1.1,2530555.3769358336,228.0,0.91,2530555.376935833,696.0,1.0766666666666664,2530555.3769358336
1997,10,0.0,300.0,1.02,2530555.376935833,729683.0500291667,0.0,1116.0,0.96,2530555.376935833,588.0,1.17,2530555.376935833,384.0,1.1,2530555.3769358336,668.0,1.0499999999999998,2530555.376935833
1997,11,84.0,408.0,0.9099999999999999,2530555.376935833,729683.0500291666,76.44,300.0,1.02,2530555.376935833,1116.0,0.96,2530555.376935833,588.0,1.17,2530555.376935833,608.0,0.9633333333333333,2530555.376935833
1997,12,360.0,348.0,0.96,2530555.376935833,729683.0500291667,345.59999999999997,408.0,0.9099999999999999,2530555.376935833,300.0,1.02,2530555.376935833,1116.0,0.96,2530555.376935833,352.0,0.9633333333333333,2530555.376935833
1998,1,324.0,588.0,0.74,1411212.6615558334,756335.1564425,239.76,348.0,0.96,2530555.376935833,408.0,0.9099999999999999,2530555.376935833,300.0,1.02,2530555.376935833,448.0,0.8699999999999998,2157441.1384758335
1998,2,348.0,264.0,0.74,1411212.6615558332,756335.1564425,257.52,588.0,0.74,1411212.6615558334,348.0,0.96,2530555.376935833,408.0,0.9099999999999999,2530555.376935833,400.0,0.8133333333333331,1784326.900015833
1998,3,228.0,408.0,0.44,1411212.6615558332,756335.1564425,100.32000000000001,264.0,0.74,1411212.6615558332,588.0,0.74,1411212.6615558334,348.0,0.96,2530555.376935833,420.0,0.6399999999999999,1411212.6615558332
1998,4,180.0,420.0,0.17,1411212.6615558334,756335.1564425001,30.6,408.0,0.44,1411212.6615558332,264.0,0.74,1411212.6615558332,588.0,0.74,1411212.6615558334,364.0,0.44999999999999996,1411212.6615558334
1998,5,84.0,444.0,0.36,1411212.6615558332,756335.1564425,30.24,420.0,0.17,1411212.6615558334,408.0,0.44,1411212.6615558332,264.0,0.74,1411212.6615558332,424.0,0.32333333333333325,1411212.6615558334
1998,6,120.0,456.0,0.48,1411212.6615558332,756335.1564425,57.599999999999994,444.0,0.36,1411212.6615558332,420.0,0.17,1411212.6615558334,408.0,0.44,1411212.6615558332,440.0,0.3366666666666666,1411212.6615558334
1998,7,156.0,384.0,0.51,1411212.6615558332,756335.1564425,79.56,456.0,0.48,1411212.6615558332,444.0,0.36,1411212.6615558332,420.0,0.17,1411212.6615558334,428.0,0.4499999999999999,1411212.6615558332
1998,8,24.0,636.0,0.52,1411212.6615558334,756335.1564425001,12.48,384.0,0.51,1411212.6615558332,456.0,0.48,1411212.6615558332,444.0,0.36,1411212.6615558332,492.0,0.5033333333333333,1411212.6615558332
1998,9,0.0,1860.0,0.28,1411212.6615558332,756335.1564425001,0.0,636.0,0.52,1411212.6615558334,384.0,0.51,1411212.6615558332,456.0,0.48,1411212.6615558332,960.0,0.4366666666666666,1411212.6615558332
1998,10,12.0,768.0,0.08,1411212.6615558334,756335.1564425001,0.96,1860.0,0.28,1411212.6615558332,636.0,0.52,1411212.6615558334,384.0,0.51,1411212.6615558332,1088.0,0.2933333333333333,1411212.6615558334
1998,11,12.0,600.0,0.02,1411212.6615558332,756335.1564425,0.24,768.0,0.08,1411212.6615558334,1860.0,0.28,1411212.6615558332,636.0,0.52,1411212.6615558334,1076.0,0.1266666666666666,1411212.6615558334
