region,species,year,spawners,smoothedSpawners,runsize,smoothedRunsize,spawners_short_trend,spawners_short_trend_lwr,spawners_short_trend_upr,spawners_long_trend,spawners_long_trend_lwr,spawners_long_trend_upr,runsize_short_trend,runsize_short_trend_lwr,runsize_short_trend_upr,runsize_long_trend,runsize_long_trend_lwr,runsize_long_trend_upr,datasetversion
Haida Gwaii,Chum,1981,248872.9619,233701.3944,NA,NA,NA,NA,NA,309510.0338,285927.3107,335037.8136,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1982,336687.9869,243429.7319,NA,NA,NA,NA,NA,304516.8317,281529.5955,329381.0038,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1983,229209.2708,228388.7423,NA,NA,NA,NA,NA,299604.1828,277153.8908,323873.0154,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1984,406919.6748,287821.806,NA,NA,NA,NA,NA,294770.7878,272800.2414,318510.7788,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1985,467410.412,325483.4656,NA,NA,NA,NA,NA,290015.368,268468.9981,313290.9731,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1986,426289.0242,362471.7937,NA,NA,NA,NA,NA,285336.6655,264160.8198,308210.0243,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1987,425049.2644,379766.4072,NA,NA,NA,NA,NA,280733.4427,259876.6631,303264.1134,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1988,354996.8775,414490.9144,NA,NA,NA,NA,NA,276204.4818,255617.7627,298449.1959,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1989,345731.8094,401200.2046,NA,NA,NA,NA,NA,271748.5848,251385.6012,293761.0309,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1990,368393.2959,382546.1305,NA,NA,NA,NA,NA,267364.5731,247181.8707,289195.2179,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1991,308205.4069,358518.0575,NA,NA,NA,NA,NA,263051.2868,243008.4289,284747.2404,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1992,195688.8601,306998.6064,NA,NA,NA,NA,NA,258807.5851,238867.2509,280412.5131,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1993,318955.725,300495.2269,NA,NA,NA,NA,NA,254632.3454,234760.3807,276186.4294,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1994,287735.9911,289660.0147,NA,NA,NA,NA,NA,250524.4631,230689.8837,272064.4079,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1995,265603.0012,271314.373,NA,NA,NA,NA,NA,246482.8517,226657.8032,268041.9351,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1996,278053.2386,265784.9237,NA,NA,NA,NA,NA,242506.4419,222666.1216,264114.6033,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1997,251482.061,279459.2718,NA,NA,NA,NA,NA,238594.1821,218716.7281,260278.1424,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1998,408205.8753,293594.7547,NA,NA,NA,NA,NA,234745.0371,214811.3926,256528.4446,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,1999,428537.8559,317941.5536,NA,NA,NA,NA,NA,230957.9888,210951.7462,252861.5836,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2000,274912.7455,320139.8016,NA,NA,NA,NA,NA,227232.0355,207139.2678,249273.8269,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2001,242874.1917,311594.9094,NA,NA,NA,NA,NA,223566.1916,203375.2762,245761.6429,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2002,218138.2328,302855.3921,NA,NA,NA,NA,NA,219959.4872,199660.9272,242321.7035,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2003,256693.2442,276021.1425,NA,NA,NA,NA,NA,216410.9683,195997.214,238950.8823,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2004,269950.881,251652.6231,NA,NA,NA,NA,NA,212919.6963,192384.9712,235646.2504,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2005,244408.3764,245802.1653,NA,NA,NA,NA,NA,209484.7476,188824.881,232405.0689,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2006,220668.5321,241133.4791,NA,NA,NA,NA,NA,206105.2136,185317.4813,229224.781,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2007,98888.113,205844.8362,NA,NA,NA,NA,NA,202780.2002,181863.1742,226103.0017,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2008,196794.6745,195190.9862,NA,NA,228927.8276,195096.777,268625.4025,199508.8279,178462.2363,223037.5078,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2009,264962.6973,194464.2423,NA,NA,217079.3765,188016.8198,250634.2558,196290.2314,175114.8282,220026.2271,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2010,193091.5219,185510.7925,NA,NA,205844.1571,181029.4798,234060.3147,193123.5593,171821.0043,217067.2281,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2011,177998.7451,177706.9809,NA,NA,195190.4308,174080.4214,218860.3632,190007.9738,168580.7233,214158.7092,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2012,253078.7689,214450.374,NA,NA,185088.1016,167098.0009,205015.052,186942.6508,165393.8564,211298.9892,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2013,138130.3299,199793.7744,NA,NA,175508.6313,159994.0147,192527.7,183926.7794,162260.1971,208486.4975,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2014,141271.786,176179.7925,NA,NA,166424.9587,152678.551,181409.0238,180959.5619,159179.4691,205719.7653,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2015,208134.5731,178843.1448,NA,NA,157811.4232,145098.2924,171638.4451,178040.2133,156151.3341,202997.4174,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2016,135256.9183,169285.9087,NA,NA,149643.6921,137283.3874,163116.8564,175167.9614,153175.399,200318.1641,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2017,141130.0978,150623.7992,NA,NA,141898.6924,129355.128,155658.6059,172342.0464,150251.2221,197680.7945,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2018,202443.0952,162590.9541,NA,NA,134554.545,121476.1796,149040.9529,169561.7208,147378.3198,195084.1696,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2019,131249.9818,160215.7264,NA,NA,127590.5032,113791.4829,143062.8734,166826.249,144556.1715,192527.2167,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2020,30752.51215,109298.057,NA,NA,120986.8943,106401.8277,137571.2139,164134.9075,141784.2247,190008.9233,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2021,37865.67837,84728.53727,NA,NA,114725.0636,99365.68809,132458.603,161486.9844,139061.8995,187528.3325,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Chum,2022,193424.6246,90241.87937,NA,NA,108787.322,92710.68579,127651.7514,158881.7792,136388.5928,185084.5385,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1950,62179.91527,62179.92527,NA,NA,NA,NA,NA,117366.9418,99861.47607,137941.0716,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1951,451397.7055,167534.7015,NA,NA,NA,NA,NA,116171.2947,99173.8342,136081.9596,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1952,113442.7462,147116.745,NA,NA,NA,NA,NA,114987.8279,98488.44302,134251.2904,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1953,42235.60421,107687.7453,NA,NA,NA,NA,NA,113816.4174,97805.16012,132448.808,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1954,144770.0317,133021.9806,NA,NA,NA,NA,NA,112656.9404,97123.83446,130674.2706,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1955,97304.44755,90639.34423,NA,NA,NA,NA,NA,111509.2753,96444.30575,128927.4507,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1956,100915.523,88026.22286,NA,NA,NA,NA,NA,110373.3017,95766.40362,127208.1363,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1957,96236.47191,108150.1928,NA,NA,NA,NA,NA,109248.9006,95089.94695,125516.1314,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1958,98294.34056,98172.48008,NA,NA,NA,NA,NA,108135.954,94414.74299,123851.2565,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1959,28882.01207,72462.52736,NA,NA,NA,NA,NA,107034.3454,93740.58654,122213.3497,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1960,134854.8004,77909.52984,NA,NA,NA,NA,NA,105943.959,93067.25916,120602.2672,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1961,328051.5204,105862.2611,NA,NA,NA,NA,NA,104864.6808,92394.52824,119017.8843,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1962,84961.25217,102073.7959,NA,NA,NA,NA,NA,103796.3974,91722.14621,117460.0961,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1963,117934.8826,145100.1781,NA,NA,NA,NA,NA,102738.9969,91049.84976,115928.8182,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1964,374740.787,187341.537,NA,NA,NA,NA,NA,101692.3684,90377.35913,114423.9872,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1965,158485.3187,156187.3399,NA,NA,NA,NA,NA,100656.4022,89704.37753,112945.5616,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1966,197103.5589,192758.7988,NA,NA,NA,NA,NA,99630.9896,89030.59071,111493.5216,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1967,148819.0819,204299.9662,NA,NA,NA,NA,NA,98616.02317,88355.66685,110067.8697,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1968,90051.97387,143040.4514,NA,NA,NA,NA,NA,97611.39646,87679.25671,108668.6301,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1969,124977.7241,134793.7536,NA,NA,NA,NA,NA,96617.00414,87000.99422,107295.8484,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1970,213958.6167,137587.3784,NA,NA,NA,NA,NA,95632.74196,86320.49759,105949.5901,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1971,67955.23957,113101.8441,NA,NA,NA,NA,NA,94658.5067,85637.37113,104629.9387,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1972,139619.1215,126206.7543,NA,NA,NA,NA,NA,93694.19623,84951.20774,103336.9936,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1973,82670.99918,113818.4708,NA,NA,NA,NA,NA,92739.70944,84261.59244,102070.8659,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1974,75089.22557,87604.15735,NA,NA,NA,NA,NA,91794.94624,83568.10683,100831.6746,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1975,117695.5601,100498.3642,NA,NA,NA,NA,NA,90859.8076,82870.33472,99619.54014,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1976,97921.49178,91969.17192,NA,NA,NA,NA,NA,89934.19545,82167.869,98434.578,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1977,58166.82529,84231.16846,NA,NA,NA,NA,NA,89018.01275,81460.31964,97276.89049,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1978,112290.5561,93146.00273,NA,NA,NA,NA,NA,88111.16343,80747.32287,96146.5575,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1979,73641.83603,82842.91265,NA,NA,NA,NA,NA,87213.55242,80028.55126,95043.62639,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1980,61359.50302,73706.59003,NA,NA,NA,NA,NA,86325.08561,79303.72449,93968.10117,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1981,66662.58025,76261.9677,NA,NA,NA,NA,NA,85445.66984,78572.62028,92919.93149,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1982,59928.51392,65182.43558,NA,NA,NA,NA,NA,84575.21289,77835.08507,91899.00196,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1983,57052.50643,61153.04948,NA,NA,NA,NA,NA,83713.62352,77091.04373,90905.12236,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1984,52885.80288,58922.67278,NA,NA,NA,NA,NA,82860.81138,76340.50762,89938.0195,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1985,72278.97863,60126.3595,NA,NA,NA,NA,NA,82016.68706,75583.58053,88997.33128,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1986,42990.46652,55334.95724,NA,NA,NA,NA,NA,81181.16204,74820.46175,88082.60356,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1987,48984.73313,53265.50959,NA,NA,NA,NA,NA,80354.14873,74051.44599,87193.29018,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1988,61121.00484,55227.95081,NA,NA,NA,NA,NA,79535.56042,73276.92012,86328.7562,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1989,43149.46531,48545.59098,NA,NA,NA,NA,NA,78725.31128,72497.35657,85488.28439,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1990,30289.26919,44476.33188,NA,NA,NA,NA,NA,77923.31636,71713.30406,84671.08456,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1991,48980.9797,44475.47986,NA,NA,NA,NA,NA,77129.49156,70925.37591,83876.30509,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1992,67738.16029,45633.24669,NA,NA,NA,NA,NA,76343.75366,70134.23692,83103.04608,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1993,38992.11464,44491.97802,NA,NA,NA,NA,NA,75566.02027,69340.58938,82350.37329,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1994,96142.8262,59386.63419,NA,NA,NA,NA,NA,74796.20985,68545.15899,81617.33214,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1995,28273.72573,51763.97531,NA,NA,NA,NA,NA,74034.24169,67748.68149,80902.96109,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1996,40441.80947,45501.62716,NA,NA,NA,NA,NA,73280.03589,66951.89032,80206.30388,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1997,30326.6645,42730.59105,NA,NA,NA,NA,NA,72533.51338,66155.50585,79526.42031,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1998,88417.35566,41845.04704,NA,NA,NA,NA,NA,71794.59589,65360.2263,78862.39524,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,1999,81533.6434,54529.62205,NA,NA,NA,NA,NA,71063.20594,64566.72048,78213.34583,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2000,84129.0648,65487.94223,NA,NA,NA,NA,NA,70339.26684,63775.6223,77578.42702,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2001,101351.9113,88544.8167,NA,NA,NA,NA,NA,69622.7027,62987.52683,76956.83536,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2002,136264.316,98656.17957,NA,NA,NA,NA,NA,68913.43838,62202.98791,76347.8114,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2003,98995.6895,103560.5027,NA,NA,NA,NA,NA,68211.39952,61422.51696,75750.64089,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2004,77991.41377,101617.6937,NA,NA,NA,NA,NA,67516.51251,60646.58275,75164.65487,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2005,70519.80116,92808.79258,NA,NA,NA,NA,NA,66828.70449,59875.6121,74589.22902,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2006,104942.2283,86942.30706,NA,NA,NA,NA,NA,66147.90335,59109.99111,74023.78236,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2007,84201.23983,83494.2778,NA,NA,NA,NA,NA,65474.0377,58350.06686,73467.77551,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2008,46787.7317,73481.50138,NA,NA,NA,NA,NA,64807.0369,57596.14945,72920.70861,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2009,128386.1288,85355.15799,NA,NA,NA,NA,NA,64146.831,56848.51422,72382.11911,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2010,86320.32932,81286.88374,NA,NA,NA,NA,NA,63493.35079,56107.40402,71851.57939,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2011,89934.88847,82636.6879,NA,NA,104417.9743,79648.48215,136890.4099,62846.52775,55373.03161,71328.69442,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2012,60588.25273,88152.98166,NA,NA,96298.24186,76016.39038,121991.4724,62206.29406,54645.5819,70813.09936,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2013,71224.25044,76078.94105,NA,NA,88809.91461,72349.28393,109015.6046,61572.5826,53925.21428,70304.45737,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2014,82122.05453,75136.53081,NA,NA,81903.89337,68567.15768,97834.70652,60945.32692,53212.06465,69802.45735,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2015,120920.3177,80908.45455,NA,NA,75534.89696,64563.14996,88371.16315,60324.46125,52506.24756,69306.81194,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2016,112899.4253,94530.01419,NA,NA,69661.16535,60231.30677,80567.36965,59709.9205,51807.85805,68817.25554,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2017,69257.75062,93870.65478,NA,NA,64244.18584,55547.6103,74302.30377,59101.64024,51116.97343,68333.54255,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2018,44330.06438,80461.75435,NA,NA,59248.44056,50642.36673,69317.01528,58499.55668,50433.65494,67855.44565,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2019,36278.33457,59549.28262,NA,NA,54641.17355,45743.73463,65269.21931,57903.6067,49757.94927,67382.75427,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2020,70720.65629,52977.34354,NA,NA,50392.17605,41052.14907,61857.21004,57313.72781,49089.88994,66915.27319,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2021,14999.73985,36140.49282,NA,NA,46473.58836,36685.55487,58873.15657,56729.85818,48429.49858,66452.82119,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Coho,2022,19135.26435,29293.963,NA,NA,42859.71721,32692.75661,56188.4512,56151.93657,47776.78608,65995.22989,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1950,490498.6041,490498.6141,NA,NA,NA,NA,NA,208786.8813,144649.9514,301361.7452,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1951,52928.45892,161125.2328,NA,NA,NA,NA,NA,205425.9185,143402.264,294275.7444,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1952,822189.6531,208607.8618,NA,NA,NA,NA,NA,202119.059,142157.1908,287372.8287,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1953,50067.45067,202891.4701,NA,NA,NA,NA,NA,198865.432,140914.323,280648.9731,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1954,678377.5459,184294.9853,NA,NA,NA,NA,NA,195664.1805,139673.2273,274100.2859,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1955,47532.83932,179569.5357,NA,NA,NA,NA,NA,192514.4614,138433.4437,267723.0072,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1956,500507.9513,154241.9188,NA,NA,NA,NA,NA,189415.4451,137194.4836,261513.5092,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1957,123131.8155,248250.7985,NA,NA,NA,NA,NA,186366.3155,135955.8281,255468.2946,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1958,372040.818,214032.8627,NA,NA,NA,NA,NA,183366.2694,134716.9257,249583.997,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1959,288845.5025,327814.4653,NA,NA,NA,NA,NA,180414.5169,133477.1902,243857.38,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1960,281869.7738,285336.3316,NA,NA,NA,NA,NA,177510.2804,132235.9991,238285.3373,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1961,75813.06134,146182.8103,NA,NA,NA,NA,NA,174652.7951,130992.6909,232864.8919,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1962,757442.2179,239633.098,NA,NA,NA,NA,NA,171841.3083,129746.5642,227593.1962,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1963,121786.8424,303721.097,NA,NA,NA,NA,NA,169075.0797,128496.8754,222467.5308,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1964,70913.85758,92932.10813,NA,NA,NA,NA,NA,166353.3807,127242.8379,217485.3038,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1965,43572.56879,55586.86969,NA,NA,NA,NA,NA,163675.4944,125983.6217,212644.0493,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1966,468824.2156,142926.1365,NA,NA,NA,NA,NA,161040.7156,124718.3528,207941.4256,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1967,114078.8144,231263.7379,NA,NA,NA,NA,NA,158448.3503,123446.1147,203375.2118,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1968,786646.7666,299565.9184,NA,NA,NA,NA,NA,155897.7159,122165.9505,198943.304,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1969,248735.949,442343.0121,NA,NA,NA,NA,NA,153388.1405,120876.8661,194643.7097,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1970,866344.8278,464210.2046,NA,NA,NA,NA,NA,150918.9631,119577.8362,190474.5408,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1971,52416.03045,213097.0813,NA,NA,NA,NA,NA,148489.5336,118267.8111,186434.0042,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1972,782763.3228,202557.0402,NA,NA,NA,NA,NA,146099.2119,116945.7274,182520.3896,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1973,68858.38344,232163.3596,NA,NA,NA,NA,NA,143747.3687,115610.5206,178732.0557,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1974,243115.0733,129385.1385,NA,NA,NA,NA,NA,141433.3844,114261.141,175067.4118,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1975,30837.21067,86585.18044,NA,NA,NA,NA,NA,139156.6497,112896.5735,171524.8971,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1976,398612.9375,110869.813,NA,NA,NA,NA,NA,136916.5649,111515.8601,168102.9562,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1977,13456.61092,73239.21988,NA,NA,NA,NA,NA,134712.54,110118.1262,164800.0113,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1978,369437.863,70508.05209,NA,NA,NA,NA,NA,132543.9946,108702.6097,161614.4318,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1979,33401.45466,111084.4996,NA,NA,NA,NA,NA,130410.3575,107268.6922,158544.5016,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1980,148776.8108,70493.71407,NA,NA,NA,NA,NA,128311.0668,105815.9309,155588.3855,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1981,17237.45117,50641.2349,NA,NA,NA,NA,NA,126245.5695,104344.0907,152744.0962,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1982,53547.1534,30381.19731,NA,NA,NA,NA,NA,124213.3218,102853.1733,150009.4633,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1983,24561.38289,36265.58863,NA,NA,NA,NA,NA,122213.7884,101343.4424,147382.1069,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1984,114682.683,53073.21999,NA,NA,NA,NA,NA,120246.4425,99815.44304,144859.4176,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1985,33391.73489,61882.59229,NA,NA,NA,NA,NA,118310.7662,98270.01199,142438.5438,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1986,459030.696,123805.6389,NA,NA,NA,NA,NA,116406.2496,96708.27921,140116.3898,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1987,71221.71796,180811.9467,NA,NA,NA,NA,NA,114532.3911,95131.65881,137889.6235,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1988,519407.388,192335.8843,NA,NA,NA,NA,NA,112688.6972,93541.82955,135754.6942,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1989,45460.41763,153663.5364,NA,NA,NA,NA,NA,110874.6822,91940.7059,133707.8614,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1990,838772.6811,195271.5167,NA,NA,NA,NA,NA,109089.8686,90330.40085,131745.2298,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1991,21262.57976,133545.796,NA,NA,NA,NA,NA,107333.786,88713.18296,129862.792,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1992,506747.9856,103801.6124,NA,NA,NA,NA,NA,105605.9722,87091.42979,128056.4734,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1993,24059.87952,110418.752,NA,NA,NA,NA,NA,103905.972,85467.5805,126322.1791,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1994,481240.534,107603.8769,NA,NA,NA,NA,NA,102233.3376,83844.08993,124655.8384,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1995,6222.948819,54724.21847,NA,NA,NA,NA,NA,100587.6287,82223.38606,123053.4465,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1996,816457.4986,71279.60054,NA,NA,NA,NA,NA,98968.41162,80607.83259,121511.1011,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1997,5666.242555,68016.57478,NA,NA,NA,NA,NA,97375.26003,78999.69729,120025.0329,NA,NA,NA,NA,NA,NA,20240719
Haida Gwaii,Pink,1998,618007.5968,59175.90034,NA,NA,NA,NA,NA,95807.75433,77401.12686,118591.6299,NA,NA,NA,NA,NA,NA,20240719
