region,species,year,spawners,smoothedSpawners,runsize,smoothedRunsize,spawners_short_trend,spawners_short_trend_lwr,spawners_short_trend_upr,spawners_long_trend,spawners_long_trend_lwr,spawners_long_trend_upr,runsize_short_trend,runsize_short_trend_lwr,runsize_short_trend_upr,runsize_long_trend,runsize_long_trend_lwr,runsize_long_trend_upr,datasetversion
Yukon,Chinook,1982,36243.55,36243.56,163100.43,163100.44,NA,NA,NA,53408.25469,48029.72093,59389.09519,NA,NA,NA,215280.4614,192392.4937,240891.2954,20240719
Yukon,Chinook,1983,56152.47,45112.81168,183906.96,173191.5348,NA,NA,NA,53245.03706,48065.79113,58982.36365,NA,NA,NA,208547.0847,187128.7509,232416.9125,20240719
Yukon,Chinook,1984,68931.36,51960.36986,138446.79,160735.6021,NA,NA,NA,53082.31823,48099.28297,58581.59071,NA,NA,NA,202024.3093,181998.5811,224253.5152,20240719
Yukon,Chinook,1985,39518.4,48523.71475,157689.94,159968.7182,NA,NA,NA,52920.09668,48129.88131,58187.06708,NA,NA,NA,195705.5484,176997.6966,216390.735,20240719
Yukon,Chinook,1986,50493.53,48911.4341,176468.02,163140.301,NA,NA,NA,52758.37088,48157.22588,57799.12873,NA,NA,NA,189584.4207,172121.8355,208818.6689,20240719
Yukon,Chinook,1987,34240.4,46089.12784,177744.31,165488.1895,NA,NA,NA,52597.13932,48180.90461,57418.16362,NA,NA,NA,183654.745,167366.7506,201527.8737,20240719
Yukon,Chinook,1988,49113.45,48483.44117,159524.5,164877.8766,NA,NA,NA,52436.40049,48200.44613,57044.61923,NA,NA,NA,177910.5331,162728.1981,194509.3608,20240719
Yukon,Chinook,1989,61021.28,49160.03431,166704.07,162201.0741,NA,NA,NA,52276.15289,48215.31168,56679.01057,NA,NA,NA,172345.9843,158201.9278,187754.5913,20240719
Yukon,Chinook,1990,86489.34,51054.78651,179393.25,169358.7316,NA,NA,NA,52116.395,48224.88677,56321.92858,NA,NA,NA,166955.4792,153783.6743,181255.469,20240719
Yukon,Chinook,1991,52397.42,53512.45616,142804.77,166583.0134,NA,NA,NA,51957.12535,48228.4729,55974.04836,NA,NA,NA,161733.5741,149469.1519,175004.3313,20240719
Yukon,Chinook,1992,46369.07,52757.83861,180950.37,167280.8748,NA,NA,NA,51798.34242,48225.28042,55636.13638,NA,NA,NA,156674.9957,145254.0549,168993.9348,20240719
Yukon,Chinook,1993,56038.74,57272.38149,158954.18,164194.6488,NA,NA,NA,51640.04475,48214.42358,55309.05534,NA,NA,NA,151774.6357,141134.0666,163217.4329,20240719
Yukon,Chinook,1994,64912.91,59997.57233,193971.24,169633.1226,NA,NA,NA,51482.23084,48194.91974,54993.76503,NA,NA,NA,147027.5454,137104.8808,157668.341,20240719
Yukon,Chinook,1995,71115.11,61547.97544,217203.54,177281.7806,NA,NA,NA,51324.89921,48165.69507,54691.31661,NA,NA,NA,142428.9309,133162.2399,152340.486,20240719
Yukon,Chinook,1996,77020.35,60369.96494,196012.28,179918.9751,NA,NA,NA,51168.04839,48125.59965,54402.83748,NA,NA,NA,137974.1483,129301.9952,147227.9339,20240719
Yukon,Chinook,1997,84339.29,65354.31363,199952.77,190301.0066,NA,NA,NA,51011.67692,48073.43512,54129.50366,NA,NA,NA,133658.699,125520.1921,142324.8923,20240719
Yukon,Chinook,1998,35965.82,62644.72772,97281.46,171600.8849,NA,NA,NA,50855.78332,48007.99724,53872.49721,NA,NA,NA,129478.225,121813.1812,137625.5885,20240719
Yukon,Chinook,1999,46946.01,60823.24444,124337.6,164718.0828,NA,NA,NA,50700.36614,47928.1343,53632.94784,NA,NA,NA,125428.5047,118177.7517,133124.1249,20240719
Yukon,Chinook,2000,21909.44,50751.97775,54110.34,133147.1194,NA,NA,NA,50545.42393,47832.81891,53411.86111,NA,NA,NA,121505.4484,114611.2731,128814.3267,20240719
Yukon,Chinook,2001,69423.36,50548.73151,104227.31,117810.5591,NA,NA,NA,50390.95522,47721.22688,53210.03951,NA,NA,NA,117705.0944,111111.8268,124689.6,20240719
Yukon,Chinook,2002,48397.21,46782.06704,93991.09,104228.0923,NA,NA,NA,50236.95857,47592.81248,53028.00726,NA,NA,NA,114023.605,107678.301,120742.8272,20240719
Yukon,Chinook,2003,95243.32,47739.75327,173361.82,101778.4411,NA,NA,NA,50083.43254,47447.36707,52865.95169,NA,NA,NA,110457.2623,104310.4219,116966.3259,20240719
Yukon,Chinook,2004,56069.41,51406.67324,127303.44,106444.723,NA,NA,NA,49930.37569,47285.049,52723.69321,NA,NA,NA,107002.465,101008.7068,113351.8871,20240719
Yukon,Chinook,2005,69344.07,54859.84819,131942.29,107503.1175,NA,NA,NA,49777.78659,47106.37812,52600.69097,NA,NA,NA,103655.7242,97774.33586,109890.8939,20240719
Yukon,Chinook,2006,64371.82,65654.62596,126966.71,123924.1603,55662.15848,46312.62105,66899.16951,49625.66381,46912.19533,52496.08319,112201.6763,94442.76488,133299.9536,100413.6602,94608.96178,106574.5038,20240719
Yukon,Chinook,2007,36207.21,58904.28829,92909.13,121572.5324,54649.57857,46179.78365,64672.81137,49474.00592,46703.59563,52408.75417,107009.004,91388.55416,125299.3555,97272.99896,91514.48785,103393.862,20240719
Yukon,Chinook,2008,33921.93,55516.69756,69729.75,115670.8791,53655.41903,46016.94422,62561.82458,49322.81151,46481.84733,52337.41502,102056.6476,88378.43833,117851.8144,94230.56891,88492.84929,100340.3121,20240719
Yukon,Chinook,2009,65020.17,52094.58188,86771.1,103068.9016,52679.34479,45814.78089,60572.44656,49172.07915,46248.3106,52280.6852,97333.48523,85397.78521,110937.3893,91283.29764,85545.82623,97405.57542,20240719
Yukon,Chinook,2010,32215.13,47498.68101,62615.33,91573.0634,51721.02682,45560.70736,58714.29068,49021.80743,46004.36562,52237.16427,92828.90996,82428.15496,104542.0285,88428.20886,82674.90524,94581.88189,20240719
Yukon,Chinook,2011,47015.24,44519.79027,70606.42,82510.8593,50780.14213,45238.15879,57001.05627,48871.99495,45751.35607,52205.48844,88532.80558,79446.79697,98657.94422,85662.41935,79881.19344,91862.04879,20240719
Yukon,Chinook,2012,32323.37,39690.80694,51612.69,71015.89365,49856.37357,44826.58684,55450.52973,48722.6403,45490.54961,52184.37013,84435.5241,76427.41241,93282.73071,82983.13608,77165.38011,89239.51212,20240719
Yukon,Chinook,2013,28509.32,38140.69187,39640.43,61617.23806,48949.40978,44303.38638,54082.65403,48573.74209,45223.11378,52172.62199,80527.86403,73343.82585,88415.57977,80387.65337,74527.73533,86708.3212,20240719
Yukon,Chinook,2014,63391.57,42329.88117,65127.74,60920.04445,48058.94505,43649.07028,52914.35039,48425.29891,44950.10454,52169.16842,76801.04973,70177.94522,84049.21548,77873.35017,71968.13447,84263.10771,20240719
Yukon,Chinook,2015,82685.37,44059.93064,88355.12,61104.00094,47184.67923,42855.02684,51951.75732,48277.30938,44672.46398,52173.04786,73246.71169,66930.1232,80159.4337,75437.68741,69486.09781,81899.03968,20240719
Yukon,Chinook,2016,69235.46,50052.05496,83688.37,64130.85806,46326.31765,41929.26451,51184.48254,48129.77212,44391.02412,52183.40891,69856.86774,63624.80867,76699.35787,73078.20544,67080.83759,79611.76845,20240719
Yukon,Chinook,2017,69382.95,53406.10743,99776.4,67935.63735,45483.57098,40894.93676,50587.07491,47982.68573,44106.5145,52199.50286,66623.90512,60305.09939,73604.79924,70792.52153,64751.30654,77397.37424,20240719
Yukon,Chinook,2018,54569.57,58276.91663,76862.68,72597.91605,44656.15517,39782.52431,50126.83909,47836.04884,43819.57149,52220.67426,63540.56341,57019.47665,70807.44046,68578.32748,62496.2444,75252.31389,20240719
Yukon,Chinook,2019,42217.98,62217.84852,85412.52,82506.47022,43843.79131,38621.70317,49771.96444,47689.86008,43530.74831,52246.35098,60599.91816,53810.17021,68246.39408,66433.3873,60314.22053,73173.37287,20240719
Yukon,Chinook,2020,30634.93,55116.19553,52119.94,79498.87694,43046.2056,37436.92116,49495.94569,47544.11808,43240.52494,52276.03429,57795.36542,50708.10103,65873.18785,64355.5349,58203.67146,71157.62234,20240719
Yukon,Chinook,2021,31520.32,46932.41515,33260.22,67552.78212,42263.12919,36246.47973,49278.49828,47398.82148,42949.31727,52309.28966,55120.60685,47733.03131,63651.54729,62342.67197,56162.93344,69202.38155,20240719
Yukon,Chinook,2022,12005.98,35047.02237,13354.88,49751.45262,41494.29814,35063.35751,49104.73214,47253.9689,42657.48556,52345.73833,52569.6356,44895.87615,61555.02074,60392.76582,54190.27003,67305.18527,20240719
Yukon,Chinook,2023,14576.33,27021.9739,15819.75,36601.68691,40739.45331,33896.4732,48963.88619,47109.559,42365.34194,52385.04985,50136.72282,42201.2476,59564.37588,58503.84734,52283.89521,65463.7559,20240719
Yukon,Chum,1980,22912,22912.01,NA,NA,NA,NA,NA,46156.59614,33520.027,63556.9705,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1981,47066,32838.64936,NA,NA,NA,NA,NA,47399.71854,34802.23853,64557.14955,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1982,31958,32542.43907,NA,NA,NA,NA,NA,48676.3216,36128.1685,65582.74007,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1983,90875,42067.69274,NA,NA,NA,NA,NA,49987.30704,37498.45981,66635.55991,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1984,56633,52747.30883,NA,NA,NA,NA,NA,51333.60088,38913.59992,67717.67671,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1985,62010,56511.77019,NA,NA,NA,NA,NA,52716.15407,40373.88334,68831.44919,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1986,87940,72784.78561,NA,NA,NA,NA,NA,54135.94316,41879.36751,69979.57507,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1987,80776,70672.44043,NA,NA,NA,NA,NA,55593.97103,43429.8218,71165.14615,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1988,36786,63445.86874,NA,NA,NA,NA,NA,57091.26755,45024.66916,72391.71085,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1989,35750,55284.9524,NA,NA,NA,NA,NA,58628.89033,46662.92083,73663.34383,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1990,51735,48417.95547,NA,NA,NA,NA,NA,60207.92546,48343.10516,74984.72173,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1991,78461,48067.25496,NA,NA,NA,NA,NA,61829.48829,50063.1932,76361.20228,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1992,49082,51660.57488,NA,NA,NA,NA,NA,63494.72421,51820.52544,77798.90243,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1993,29743,49338.55456,NA,NA,NA,NA,NA,65204.80945,53611.74702,79304.76831,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1994,98358,57935.22809,NA,NA,NA,NA,NA,66960.95193,55432.76144,80886.62673,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1995,158092,69025.04967,NA,NA,NA,NA,NA,68764.3921,57278.71663,82553.20473,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1996,122429,86745.55447,NA,NA,NA,NA,NA,70616.4038,59144.03902,84314.1011,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1997,85419,112924.8784,NA,NA,NA,NA,NA,72518.2952,61022.53211,86179.69391,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1998,46252,93512.53942,NA,NA,NA,NA,NA,74471.4097,62907.55157,88160.97152,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,1999,58552,72950.42437,NA,NA,NA,NA,NA,76477.12687,64792.2598,90269.28452,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,2000,53732,59376.55685,NA,NA,NA,NA,NA,78536.86345,66669.94761,92516.0307,NA,NA,NA,NA,NA,NA,20240719
Yukon,Chum,2001,33491,46984.91416,90100,90100.01,NA,NA,NA,80652.07432,68534.39286,94912.30346,NA,NA,NA,205061.3126,118691.4391,354281.1701,20240719
Yukon,Chum,2002,98621,56776.43851,89900,89999.95444,NA,NA,NA,82824.25357,70380.21006,97468.54938,NA,NA,NA,201018.5153,120613.8493,335023.2476,20240719
Yukon,Chum,2003,143133,70993.34601,170800,111427.099,NA,NA,NA,85054.9355,72203.13933,100194.2868,NA,NA,NA,197055.422,122434.0492,317157.1928,20240719
Yukon,Chum,2004,154080,92383.82686,181300,125846.9153,NA,NA,NA,87345.69574,74000.23042,103097.9298,NA,NA,NA,193170.4613,124114.5247,300648.3504,20240719
Yukon,Chum,2005,437498,175633.7231,504500,193587.2096,NA,NA,NA,89698.15238,75769.8984,106186.7405,NA,NA,NA,189362.0929,125607.3304,285476.987,20240719
Yukon,Chum,2006,220898,214863.9211,284200,258132.5353,NA,NA,NA,92113.96705,77511.85403,109466.9071,NA,NA,NA,185628.8067,126851.741,271640.3703,20240719
Yukon,Chum,2007,236987,243730.3888,278500,291693.7191,NA,NA,NA,94594.84618,79226.93556,112943.7212,NA,NA,NA,181969.1226,127772.2927,259154.4761,20240719
Yukon,Chum,2008,167898,249020.152,237000,311899.5239,NA,NA,NA,97142.54211,80916.88114,116621.8143,NA,NA,NA,178381.5893,128278.4329,248054.1014,20240719
Yukon,Chum,2009,93626,169371.2148,128000,221361.4128,NA,NA,NA,99758.8544,82584.08249,120505.4138,NA,NA,NA,174864.7845,128267.9252,238389.2373,20240719
Yukon,Chum,2010,117789,144733.0934,143000,186436.0585,NA,NA,NA,102445.6311,84231.352,124598.5857,NA,NA,NA,171417.3137,127636.8114,230214.8974,20240719
Yukon,Chum,2011,205566,139676.8832,326000,193922.4156,NA,NA,NA,105204.77,85861.72357,128905.4443,NA,NA,NA,168037.81,126297.6609,223572.6727,20240719
Yukon,Chum,2012,137662,132912.7596,238000,194126.6522,241066.6411,142559.5747,407640.985,108038.2199,87478.29598,133430.3193,412531.1017,210882.7491,806997.7773,164724.9335,124203.3427,218466.7749,20240719
Yukon,Chum,2013,200262,160737.4924,303000,240792.7046,207519.1239,131158.858,328336.0912,110947.9824,89084.11874,138177.8815,346294.4479,192717.013,622258.7347,161477.3706,121366.8173,214844.0717,20240719
Yukon,Chum,2014,156796,172653.2459,223000,269082.5462,178640.1743,120023.2893,265884.3299,113936.1127,90682.11552,143153.2304,290692.8573,174911.5817,483114.591,158293.8335,117865.1079,212589.9529,20240719
Yukon,Chum,2015,108658,147215.0998,205000,239618.0865,153780.1011,108931.6152,217093.2603,117004.7214,92275.0378,148361.9531,244018.747,157088.6579,379054.4123,155173.0601,113823.5267,211543.9513,20240719
Yukon,Chum,2016,145267,149207.4749,298000,253471.6673,132379.6263,97630.25985,179497.2735,120155.9761,93865.44139,153810.1604,204838.7065,138835.1453,302220.9946,152113.813,109388.6517,211526.6231,20240719
Yukon,Chum,2017,401585,177555.9831,563000,295934.6795,113957.3022,85939.88957,151108.7201,123392.1026,95455.67901,159504.5067,171949.4761,119912.6305,246568.0404,149114.8791,104703.203,212364.5366,20240719
Yukon,Chum,2018,154126,176795.23,279000,312982.9615,98098.68093,73980.25088,130080.0022,126715.3868,97047.90373,165452.2008,144340.9931,100659.2667,206978.6813,146175.0694,99890.54162,213905.6469,20240719
Yukon,Chum,2019,99738,173049.4731,178000,302125.3953,84446.99037,62279.8375,114504.0589,130128.1761,98644.07905,171661.0097,121165.3723,82123.20975,178768.5537,143293.2183,95049.00553,216024.8421,20240719
Yukon,Chum,2020,23512,109761.7371,25000,162599.1263,72695.10777,51494.2795,102624.5778,133632.881,100245.9927,178139.2593,101710.8662,65477.03265,157995.8634,140468.183,90252.62796,218623.1126,20240719
Yukon,Chum,2021,23170,53794.53445,23000,73100.96552,62578.65048,42044.8284,93140.76533,137231.9772,101855.2724,184895.8342,85380.00679,51373.64631,141896.5965,137698.8435,85554.74805,221623.8367,20240719
Yukon,Chum,2022,22059,33087.63101,23000,39170.04448,53870.02806,34047.61561,85232.98536,140928.0068,103473.4015,191940.1779,71671.25629,39885.9136,128786.5443,134984.1017,80992.30103,224968.3919,20240719
Yukon,Chum,2023,22090,22698.6212,23000,23484.48627,46373.32223,27423.79063,78416.76751,144723.5805,105101.7347,199282.2934,60163.6047,30755.17532,117692.6905,132322.8812,76589.74285,228612.1385,20240719
Transboundary,Chinook,1976,35587,35587.01,37578.3811,37578.3911,NA,NA,NA,75247.73646,59804.741,94678.4778,NA,NA,NA,84296.18918,66016.09775,107638.1027,20240719
Transboundary,Chinook,1977,53648,43694.0759,59658.79962,47348.51719,NA,NA,NA,74359.89476,59526.91001,92888.97992,NA,NA,NA,83642.50084,66008.86799,105986.7887,20240719
Transboundary,Chinook,1978,35993,40959.47941,41793.99127,45419.48851,NA,NA,NA,73482.52862,59245.17476,91141.29606,NA,NA,NA,82993.88163,65995.48087,104370.5462,20240719
Transboundary,Chinook,1979,51581,43389.86327,63329.87646,49355.30689,NA,NA,NA,72615.51446,58959.07262,89435.14044,NA,NA,NA,82350.29224,65975.30853,102789.5251,20240719
Transboundary,Chinook,1980,80530,49102.33849,96906.52724,56485.59403,NA,NA,NA,71758.73012,58668.08607,87770.29717,NA,NA,NA,81711.69367,65947.6469,101243.9594,20240719
Transboundary,Chinook,1981,94203,59656.37111,105894.4619,69490.38562,NA,NA,NA,70912.05491,58371.63604,86146.62655,NA,NA,NA,81078.04722,65911.70614,99734.1766,20240719
Transboundary,Chinook,1982,73920,63606.06251,86429.87854,74838.07286,NA,NA,NA,70075.36955,58069.07465,84564.07212,NA,NA,NA,80449.31448,65866.60007,98260.60846,20240719
Transboundary,Chinook,1983,26562,59855.91381,32176.054,71024.20622,NA,NA,NA,69248.55617,57759.67754,83022.66798,NA,NA,NA,79825.45734,65811.33495,96823.80163,20240719
Transboundary,Chinook,1984,41986,57442.06156,49262.26688,67544.11924,NA,NA,NA,68431.49829,57442.63604,81522.54633,NA,NA,NA,79206.43801,65744.79777,95424.42954,20240719
Transboundary,Chinook,1985,58040,53800.20905,68486.49392,63014.1275,NA,NA,NA,67624.0808,57117.04951,80063.94488,NA,NA,NA,78592.21896,65665.7445,94063.30391,20240719
Transboundary,Chinook,1986,64069,49808.17279,75248.01194,58852.14376,NA,NA,NA,66826.18997,56781.91852,78647.21345,NA,NA,NA,77982.76298,65572.78904,92741.38572,20240719
Transboundary,Chinook,1987,64843,48520.00532,75044.18147,57212.76186,NA,NA,NA,66037.71338,56436.13955,77272.81886,NA,NA,NA,77378.03311,65464.39399,91459.79431,20240719
Transboundary,Chinook,1988,90930,62059.76124,101041.186,71926.01933,NA,NA,NA,65258.53997,56078.50264,75941.34718,NA,NA,NA,76777.99272,65338.86473,90219.81314,20240719
Transboundary,Chinook,1989,74789,69655.71208,87737.88399,80727.32658,NA,NA,NA,64488.55995,55707.69339,74653.50136,NA,NA,NA,76182.60545,65194.34901,89022.89018,20240719
Transboundary,Chinook,1990,83536,74917.96743,99010.42045,86903.19841,NA,NA,NA,63727.66486,55322.30142,73410.09259,NA,NA,NA,75591.83519,65028.84462,87870.63005,20240719
Transboundary,Chinook,1991,86518,79556.86991,102119.3925,92375.83904,NA,NA,NA,62975.74751,54920.83766,72212.02269,NA,NA,NA,75005.64616,64840.21852,86764.77478,20240719
Transboundary,Chinook,1992,95791,86014.17041,109069.8353,99548.77472,NA,NA,NA,62232.70198,54501.76307,71060.25524,NA,NA,NA,74424.00283,64626.24102,85707.16956,20240719
Transboundary,Chinook,1993,139004,93634.09625,158823.8095,108973.1113,NA,NA,NA,61498.42357,54063.53115,69955.77279,NA,NA,NA,73846.86994,64384.63837,84699.71003,20240719
Transboundary,Chinook,1994,97432,98720.3755,112520.1119,114532.291,NA,NA,NA,60772.80885,53604.64567,68899.51886,NA,NA,NA,73274.21253,64113.16636,83744.26856,20240719
Transboundary,Chinook,1995,75361,96707.77582,85643.27629,111257.7885,NA,NA,NA,60055.7556,53123.73368,67892.32477,NA,NA,NA,72705.99588,63809.70521,82842.59924,20240719
Transboundary,Chinook,1996,123890,103907.6083,140964.9674,118667.2875,NA,NA,NA,59347.16279,52619.63077,66934.82414,NA,NA,NA,72142.18555,63472.37279,81996.22461,20240719
Transboundary,Chinook,1997,154428,114321.4207,177332.6117,130781.9483,NA,NA,NA,58646.93062,52091.47257,66027.36113,NA,NA,NA,71582.74738,63099.64862,81206.31153,20240719
Transboundary,Chinook,1998,63840,97845.47285,72068.92767,111664.2877,NA,NA,NA,57954.96043,51538.78289,65169.90215,NA,NA,NA,71027.64747,62690.49649,80473.54843,20240719
Transboundary,Chinook,1999,51348,86080.56867,64348.06214,99856.27677,NA,NA,NA,57271.15473,50961.54668,64361.96265,NA,NA,NA,70476.85217,62244.47009,79798.03964,20240719
Transboundary,Chinook,2000,70433,84924.11603,82313.59408,99067.45989,NA,NA,NA,56595.4172,50360.25569,63602.56128,NA,NA,NA,69930.3281,61761.78534,79179.23292,20240719
Transboundary,Chinook,2001,116772,83925.03453,130661.4857,97574.94331,NA,NA,NA,55927.65264,49735.91779,62890.21031,NA,NA,NA,69388.04213,61243.34631,78615.8935,20240719
Transboundary,Chinook,2002,111488,78630.66458,128709.4833,91517.19422,NA,NA,NA,55267.76698,49090.02631,62222.94621,NA,NA,NA,68849.96141,60690.71852,78106.13059,20240719
Transboundary,Chinook,2003,89163,84064.04842,104904.0004,98653.27134,NA,NA,NA,54615.66725,48424.49259,61598.3968,NA,NA,NA,68316.05333,60106.05267,77647.47367,20240719
Transboundary,Chinook,2004,131015,101384.0856,156676.495,117870.5087,NA,NA,NA,53971.26159,47741.55115,61013.87593,NA,NA,NA,67786.28552,59491.96959,77236.98737,20240719
Transboundary,Chinook,2005,82948,104755.2345,148922.212,132709.721,NA,NA,NA,53334.45923,47043.65066,60466.49232,NA,NA,NA,67260.62587,58851.42327,76871.4084,20240719
Transboundary,Chinook,2006,68917,94269.948,119487.6921,130358.0492,NA,NA,NA,52705.17043,46333.34415,59953.25919,NA,NA,NA,66739.04255,58187.55924,76547.28705,20240719
Transboundary,Chinook,2007,32136,73506.54759,67420.68601,114544.5375,NA,NA,NA,52083.30657,45613.1896,59471.19346,NA,NA,NA,66221.50392,57503.58366,76261.11804,20240719
Transboundary,Chinook,2008,46882,64638.35955,73057.07016,106548.7666,NA,NA,NA,51468.78002,44885.66827,59017.39729,NA,NA,NA,65707.97863,56802.65301,76009.45073,20240719
Transboundary,Chinook,2009,41972,51477.57365,68677.6341,90346.37452,52393.65965,46856.6067,58585.02706,50861.50422,44153.12366,58589.1189,88703.41857,80090.31619,98242.79438,65198.43555,56087.78943,75788.97371,20240719
Transboundary,Chinook,2010,53443,47144.93664,73314.94969,78407.45331,49553.34095,44820.11343,54786.42089,50261.39362,43417.72102,58183.79291,81156.76083,74037.65036,88960.41132,64692.84381,55361.82194,75596.57348,20240719
Transboundary,Chinook,2011,41033,42500.73554,59386.21868,68175.73921,46866.99909,42844.97218,51266.58955,49668.36367,42681.42476,57799.06279,74252.15325,68402.75196,80601.76094,64191.17276,54627.35095,75429.36988,20240719
Transboundary,Chinook,2012,42072,44853.53823,63031.57312,67264.02513,44326.28681,40920.52901,48015.50103,49082.33083,41945.99011,57432.78901,67934.97184,63145.43311,73087.79386,63693.392,53886.73168,75284.73259,20240719
Transboundary,Chinook,2013,39778,43403.43221,51640.15816,62754.94014,41923.30938,39033.57174,45026.9804,48503.21254,41212.96551,57083.0465,62155.23991,58225.40771,66350.30994,63199.47136,53142.07197,75160.28321,20240719
Transboundary,Chinook,2014,51263,45174.45696,64790.93161,62027.98886,39650.60004,37168.48154,42298.4749,47930.92722,40483.70212,56748.11502,56867.23264,53602.81898,60330.44921,62709.38091,52395.24012,75053.88742,20240719
Transboundary,Chinook,2015,50861,44729.26425,63617.41165,60292.65283,37501.0968,35309.60341,39828.60542,47365.39425,39759.3677,56426.46506,52029.11537,49241.50306,54974.5373,62223.09094,51647.87905,74963.64066,20240719
Transboundary,Chinook,2016,22245,39574.15044,32496.85598,53443.57965,35468.12053,33447.26248,37611.07729,46806.53396,39040.96284,56116.74153,47602.61263,45116.10433,50226.1612,61740.57198,50901.42416,74887.85023,20240719
Transboundary,Chinook,2017,17290,33126.2288,22602.74666,43532.75758,33545.35418,31585.02692,35627.3493,46254.2676,38329.33791,55817.74662,43552.7053,41219.24149,46018.26891,61261.7948,50157.1227,74825.01587,20240719
Transboundary,Chinook,2018,20222,28933.98492,22367.53625,36824.96287,31726.82312,29740.73125,33845.54661,45708.5174,37625.20978,55528.42297,39847.35363,37559.95121,42274.05894,60786.73037,49416.05338,74773.81005,20240719
Transboundary,Chinook,2019,31694,26281.05943,33904.31192,32351.20576,30006.87667,27938.52848,32228.34904,45169.20645,36929.17764,55247.83767,36457.24371,34152.19509,38917.86795,60315.3499,48679.14517,74733.05912,20240719
Transboundary,Chinook,2020,30676,23753.39257,33041.59145,28378.37196,28380.17043,26199.61361,30742.21191,44636.25879,36241.73764,54975.16754,33355.55558,31003.92842,35885.55209,59847.62483,47947.19491,74701.72562,20240719
Transboundary,Chinook,2021,25279,24368.63133,27685.47677,27483.34653,26841.64975,24538.15604,29361.38151,44109.59933,35563.29607,54709.68578,30517.75107,28113.638,33127.44976,59383.52681,47220.8834,74678.8921,20240719
Transboundary,Chinook,2022,25163,26267.85479,27986.02288,28683.06783,25386.53399,22961.66739,28067.47859,43589.15389,34894.18119,54450.75001,27921.37963,25472.10265,30606.16751,58923.02771,46500.7899,74663.74663,20240719
Transboundary,Chinook,2023,31784,28754.21266,32416,30892.556,24010.30168,21472.8513,26847.60299,43074.84913,34234.65365,54197.79171,25545.90077,23065.39368,28293.16747,58466.09963,45787.40493,74655.56982,20240719
Transboundary,Sockeye,1984,131864.1566,131864.1666,229852.5266,229852.5366,NA,NA,NA,123786.8238,109884.2452,139448.3597,NA,NA,NA,295086.8551,256309.1034,339731.4061,20240719
Transboundary,Sockeye,1985,228010.6459,173396.7564,373259.7896,292907.3433,NA,NA,NA,123675.4928,110279.768,138698.4013,NA,NA,NA,294734.8727,257367.1635,337528.0824,20240719
Transboundary,Sockeye,1986,NA,173396.7564,NA,292907.3433,NA,NA,NA,123564.2619,110669.2269,137961.8097,NA,NA,NA,294383.3101,258408.9159,335365.8791,20240719
Transboundary,Sockeye,1987,70456.42448,128430.3107,154666.4865,236747.6022,NA,NA,NA,123453.1311,111051.6056,137239.5788,NA,NA,NA,294032.1668,259431.5246,333247.5314,20240719
Transboundary,Sockeye,1988,67989.9907,109549.8813,126461.3198,202396.7936,NA,NA,NA,123342.1002,111425.7317,136532.8587,NA,NA,NA,293681.4424,260431.7179,331176.2111,20240719
Transboundary,Sockeye,1989,115610.5071,106005.7807,234912.4379,203501.5917,NA,NA,NA,123231.1692,111790.2524,135842.9803,NA,NA,NA,293331.1363,261405.7197,329155.5963,20240719
Transboundary,Sockeye,1990,90225.53036,84076.21182,252470.6896,184551.5732,NA,NA,NA,123120.3379,112143.6064,135171.4832,NA,NA,NA,292981.2481,262349.1715,327189.9479,20240719
Transboundary,Sockeye,1991,172588.9797,97082.53898,361602.6623,211125.4205,NA,NA,NA,123009.6063,112483.9942,134520.1453,NA,NA,NA,292631.7772,263257.0497,325284.1933,20240719
Transboundary,Sockeye,1992,193440.4743,118813.6855,452754.1857,261718.1096,NA,NA,NA,122898.9744,112809.3469,133891.0145,NA,NA,NA,292282.7232,264123.579,323444.0129,20240719
Transboundary,Sockeye,1993,182065.4395,144684.8193,515751.9933,346681.2953,NA,NA,NA,122788.4419,113117.2961,133286.4378,NA,NA,NA,291934.0856,264942.1482,321675.9239,20240719
Transboundary,Sockeye,1994,134526.8069,149136.9546,396226.3837,384891.1141,NA,NA,NA,122678.0088,113405.1488,132709.0877,NA,NA,NA,291585.8637,265705.2414,319987.3494,20240719
